time,rpcs,successes,failures,successRate,bytesIn,bytesOut,numProcessors,systemLoadAvg,processCPULoad,systemCPULoad,freeMemory,maxMemory,totalMemory,pendingActivities,pendingCompounds,pendingCallbacks,totalActivities,totalCompounds,totalCallbacks,avgActivityLoad,avgCompoundLoad,avgCallbackLoad,avgLoad
42,18,18,0,1.0,7047,7047,2,3.69,0.21849783643091703,0.8703343796470547,72747256,973078528,196083712,0,0,0,245148,26,765356,0.0054527684,0.6285171,0.99604344,0.99604344
2058,345,345,0,1.0,126970,126970,2,3.69,0.9822784810126582,0.9670886075949368,285691440,973078528,619708416,0,0,0,245298,26,765866,0.0056152456,0.2,0.89696866,0.89696866
4062,371,371,0,1.0,111286,112322,2,3.72,0.9899749373433584,0.987468671679198,287399472,973078528,743440384,0,0,0,245396,41,766378,0.3653021,0.049632207,0.8446098,0.8446098
6063,407,407,0,1.0,119263,118227,2,3.72,0.9522613065326633,0.949748743718593,129453616,973078528,790626304,0,0,0,245497,59,766934,0.54694146,0.045295417,0.88391095,0.88391095
8064,408,408,0,1.0,118791,118791,2,3.72,0.9674185463659147,0.9624060150375939,37608200,973078528,884998144,0,0,0,245594,76,767495,0.6013132,0.03407169,0.8647224,0.8647224
10501,273,273,0,1.0,81297,81297,2,3.58,0.9896907216494846,0.9855670103092784,62700368,973078528,973078528,0,0,0,245665,88,767870,0.32670587,0.12779585,0.42275456,0.42275456
12956,59,59,0,1.0,16536,16536,2,3.58,0.9488752556237219,0.9447852760736196,27387464,973078528,973078528,0,0,0,245677,90,767951,0.15032996,0.17939682,0.2279663,0.2279663
15232,54,54,0,1.0,16785,16785,2,3.45,0.973568281938326,0.9691629955947136,11909760,973078528,973078528,0,0,0,245692,92,768026,0.20091882,0.1795807,0.2520335,0.2520335
17448,31,31,0,1.0,9454,10014,2,3.45,0.9863636363636364,0.9795454545454545,8324752,973078528,973078528,1,0,0,245703,95,768068,0.02454997,0.22048141,0.044485312,0.22048141
19616,37,37,0,1.0,10855,10295,2,3.34,0.9815242494226328,0.9792147806004619,2481336,973078528,973078528,0,0,0,245711,97,768119,0.1874185,0.15973637,0.12980978,0.1874185
